Emoji,Unicode Name,Description
🍔,Hamburger,beef burger
🍔,Hamburger,beef stew
🍔,Hamburger,beef cattle
🍔,Hamburger,beefcake
🙏,Folded Hands,please and thank you
🙏,Folded Hands,goodbye and thank you
🙏,Folded Hands,congratulations and thank you
⚽,Soccer Ball,white ball
🤔,Thinking Face,stay curious
🤔,Thinking Face,how curious
🤔,Thinking Face,very curious
🤔,Thinking Face,stay here
🕯️,Candle,candle wax
🕯️,Candle,hot wax
🕯️,Candle,sealing wax
🍷,Wine Glass,alcohol wine
🍷,Wine Glass,alcohol abuse
😎,Smiling Face with Sunglasses,stylish look
😎,Smiling Face with Sunglasses,dirty look
😎,Smiling Face with Sunglasses,nice look
😎,Smiling Face with Sunglasses,stylish outfits
🌈,Rainbow,happy
🐱,Cat Face,cat animal
🐱,Cat Face,catena
🐱,Cat Face,wild animal
✨,Sparkles,twinkling stars
✨,Sparkles,twinkling clouds
✨,Sparkles,twinkling bells
☀️,Sun,morning
📸,Camera with Flash,camera
💊,Pill,taking medicine
💊,Pill,taking yields
🍦,Soft Serve,white
💔,Broken Heart,sadness
🕯️,Candle,warm candle
🕯️,Candle,burning candle
🌡️,Thermometer,measuring temperature
🌡️,Thermometer,measuring distances
📈,Chart Increasing,profits chart
🎾,Tennis,serve and volley
🎾,Tennis,servence volley
🎾,Tennis,servencia volley
🎾,Tennis,serve and learn
🕰️,Mantelpiece Clock,time
🔦,Flashlight,beam flashlight
🔦,Flashlight,beam effect
🔦,Flashlight,beam bridge
🔦,Flashlight,laser flashlight
💰,Money Bag,rich bag
💰,Money Bag,richley
💻,Laptop,hardware
☀️,Sun,bright sky
☀️,Sun,bright skies
☀️,Sun,vanilla sky
🛁,Bathtub,relaxation bath
🛁,Bathtub,relaxation theory
🎾,Tennis,tennis tour
🎾,Tennis,european tour
☕,Hot Beverage,tea hot
☕,Hot Beverage,teacup
🛁,Bathtub,relaxation spot
🛁,Bathtub,playoff spot
🧸,Teddy Bear,teddy gift
🧸,Teddy Bear,teddy roosevelt
😎,Smiling Face with Sunglasses,wearing dark shades
😎,Smiling Face with Sunglasses,wearing dark glasses
😎,Smiling Face with Sunglasses,wearing dark sunglasses
😎,Smiling Face with Sunglasses,wearing dark robes
📚,Books,school books
📚,Books,penguin books
📚,Books,school buses
🔔,Bell,alert and alarm
🔔,Bell,alarm and alarm
🔔,Bell,panic and alarm
🔔,Bell,alert fire alarm
🔑,Key,door key
🔑,Key,door opens
🔭,Telescope,view
🙏,Folded Hands,high five
🙏,Folded Hands,high voltage
🙏,Folded Hands,high tide
🙏,Folded Hands,high school
🔥,Fire,destroying the game
🔥,Fire,destroying any game
🔥,Fire,winning the game
🔥,Fire,destroying the world
🕰️,Mantelpiece Clock,clock shelf
🕰️,Mantelpiece Clock,top shelf
🤡,Clown Face,paint
🚪,Door,exit
🚗,Automobile,automobile
🍕,Pizza,slice
🚂,Locomotive,steam
🔥,Fire,high energy
🔥,Fire,solar energy
🔥,Fire,high voltage
🔥,Fire,renewable energy
⚽,Soccer Ball,fun
🚿,Shower,body
❄️,Snowflake,white oak
❄️,Snowflake,white dwarf
🤡,Clown Face,circus
☕,Hot Beverage,hot drink
☕,Hot Beverage,mixed drink
☕,Hot Beverage,hot springs
🍺,Beer Mug,lager beer
🍺,Beer Mug,lagerqvist
🍺,Beer Mug,lagerfeld
📈,Chart Increasing,chart increasing
📈,Chart Increasing,chartres
📈,Chart Increasing,steadily increasing
🚂,Locomotive,moving on iron
🚂,Locomotive,moving pig iron
🚂,Locomotive,moving wrought iron
🚂,Locomotive,treatise on iron
🧼,Soap,soap washing
🧼,Soap,hand washing
🧼,Soap,table washing
🧼,Soap,breast washing
🛳️,Passenger Ship,travel
🧸,Teddy Bear,toy
🍦,Soft Serve,sweet sixteen
🍦,Soft Serve,sweet tea
🚿,Shower,hygiene shower
🚿,Shower,hygiene department
🚿,Shower,meteor shower
🍎,Red Apple,surface apple
🍎,Red Apple,surface tension
🍎,Red Apple,surface mapping
🐱,Cat Face,playful kitty
🐱,Cat Face,miss kitty
🐱,Cat Face,playful dance
😴,Sleeping Face,midnight sleep
😴,Sleeping Face,midnight sunrise
😴,Sleeping Face,deep sleep
😴,Sleeping Face,midnight madness
🛏️,Bed,item
📱,Mobile Phone,digital
⌛,Hourglass Done,gravity and sand
⌛,Hourglass Done,gravity and gravity
⌛,Hourglass Done,gravity and motion
⌛,Hourglass Done,gravity and momentum
🧬,DNA,medicine
📚,Books,books piles
📚,Books,stone piles
📚,Books,waste piles
😂,Face with Tears of Joy,top tier joke
😂,Face with Tears of Joy,top tier soccer
😂,Face with Tears of Joy,lower tier joke
😂,Face with Tears of Joy,upper tier joke
⚽,Soccer Ball,cup
🚿,Shower,wet shower
🚿,Shower,wettest
🚿,Shower,spring shower
🚪,Door,entrance door
🚪,Door,entrance hall
🚪,Door,entrance gate
🔦,Flashlight,torch flashlight
🔦,Flashlight,super flashlight
🔦,Flashlight,torchwood
🍦,Soft Serve,vanilla ice
🍦,Soft Serve,giant ice
🍦,Soft Serve,vanilla rhapsody
🎾,Tennis,net and baseline
🎾,Tennis,net neutrality baseline
🎾,Tennis,net and net
🎾,Tennis,latitude and baseline
🥳,Partying Face,cheer
📍,Round Pushpin,let us meet here
📍,Round Pushpin,let me meet here
📍,Round Pushpin,let them meet here
🔌,Electric Plug,cord
👍,Thumbs Up,everything is okay
👍,Thumbs Up,everything is alright
👍,Thumbs Up,everybody is okay
💰,Money Bag,wealth and prosperity
💰,Money Bag,wealth and happiness
💰,Money Bag,growth and prosperity
💰,Money Bag,wealth and fortune
🧺,Basket,organizing
🥪,Sandwich,item sandwich
🍔,Hamburger,sandwich burger
📂,Open File Folder,filing system
📂,Open File Folder,filing process
📂,Open File Folder,solar system
🧼,Soap,water soap
🧼,Soap,water aerodrome
😂,Face with Tears of Joy,burst out laughing
😂,Face with Tears of Joy,burst out loud
🔑,Key,house key set
🔑,Key,house key nominations
🔑,Key,house party set
🍕,Pizza,cheesy
😍,Smiling Face with Heart-Eyes,fan girlling over this
😍,Smiling Face with Heart-Eyes,fan girlling says this
😍,Smiling Face with Heart-Eyes,fanfare over this
😍,Smiling Face with Heart-Eyes,fanatics over this
🥪,Sandwich,sandwich ham
🥪,Sandwich,green ham
🥪,Sandwich,east ham
🌧️,Cloud with Rain,wet rain
🌧️,Cloud with Rain,wettest
😴,Sleeping Face,dreaming in bed
😴,Sleeping Face,breakfast in bed
😴,Sleeping Face,dreaming in heaven
⌛,Hourglass Done,waiting time
⌛,Hourglass Done,waiting room
⌛,Hourglass Done,waiting list
🐶,Dog Face,pet puppy
🐶,Dog Face,petrus
⌛,Hourglass Done,symbol
🥳,Partying Face,blowing a party horn
🥳,Partying Face,sing a party horn
🥳,Partying Face,blowing a party whistle
🔨,Hammer,tool
🔔,Bell,dinner bell
🔔,Bell,dinnertime
🔔,Bell,john bell
💡,Light Bulb,invention bulb
🛏️,Bed,bed dreaming
🛏️,Bed,sleep dreaming
🚗,Automobile,traffic car
🔔,Bell,notification sound
🔔,Bell,notification system
🔔,Bell,underwater sound
🔌,Electric Plug,plug electric
🔌,Electric Plug,plugged
🔌,Electric Plug,mitsubishi electric
📈,Chart Increasing,right direction
📈,Chart Increasing,general direction
📈,Chart Increasing,wind direction
📈,Chart Increasing,reverse direction
💔,Broken Heart,aching
🪒,Razor,blade
🚿,Shower,shower washing
🚿,Shower,breast washing
🐶,Dog Face,friend
🪒,Razor,cutting
📈,Chart Increasing,growth and success
📈,Chart Increasing,wealth and success
📈,Chart Increasing,fame and success
📈,Chart Increasing,growth and development
🔑,Key,success key
🔑,Key,color key
🕯️,Candle,scent
📓,Notebook,office notebook
📓,Notebook,office building
🛁,Bathtub,bubbles
⌚,Watch,schedule
🥪,Sandwich,quick
🧭,Compass,explorer compass
🧭,Compass,explorer explorer
🧹,Broom,dust
⚽,Soccer Ball,field ball
⚽,Soccer Ball,field hockey
🧹,Broom,dirt
❤️,Red Heart,always and forever
❤️,Red Heart,always and ever
❤️,Red Heart,now and forever
🌧️,Cloud with Rain,weather
🧪,Test Tube,chemistry tube
🧪,Test Tube,chemistry department
🐶,Dog Face,furry
🍷,Wine Glass,wine dinner
🍷,Wine Glass,rehearsal dinner
🍷,Wine Glass,fancy dinner
😭,Loudly Crying Face,crying my eyes out
😭,Loudly Crying Face,crying your eyes out
😭,Loudly Crying Face,blink my eyes out
😭,Loudly Crying Face,poke my eyes out
💔,Broken Heart,unrequited love
📓,Notebook,paper
🚗,Automobile,automobile car
🚗,Automobile,automobile engineering
🗺️,World Map,map study
🗺️,World Map,longitudinal study
👍,Thumbs Up,perfect
🍕,Pizza,delicious
🌧️,Cloud with Rain,plants
🙄,Face with Rolling Eyes,that is so boring
🙄,Face with Rolling Eyes,that is so simple
🙄,Face with Rolling Eyes,that is very boring
🙄,Face with Rolling Eyes,that was so boring
📑,Bookmark Tabs,tabs bookmark
📑,Bookmark Tabs,amazon bookmark
🚗,Automobile,car garage
🚗,Automobile,parking garage
💊,Pill,drug
🖋️,Fountain Pen,turbulent flow
🖋️,Fountain Pen,lava flow
⌚,Watch,accessory
🤔,Thinking Face,wait a second
🤔,Thinking Face,wait a while
🤔,Thinking Face,wait till second
🤔,Thinking Face,wait a minute
🔬,Microscope,microscope project
🔬,Microscope,pilot project
😊,Smiling Face with Smiling Eyes,kind soul
😊,Smiling Face with Smiling Eyes,kindred
😊,Smiling Face with Smiling Eyes,pure soul
😊,Smiling Face with Smiling Eyes,kindle
🔥,Fire,absolute heater
🔥,Fire,steam heater
🔥,Fire,induction heater
💊,Pill,treatment
🏮,Red Paper Lantern,red light
🏮,Red Paper Lantern,redwing
🏮,Red Paper Lantern,red bull
📱,Mobile Phone,handheld computer
📱,Mobile Phone,handheld sensor
📸,Camera with Flash,hobby
🕯️,Candle,burning wax light
🕯️,Candle,burning waxworks
🕯️,Candle,burning red light
🕯️,Candle,burning yellow light
💰,Money Bag,financial success
💰,Money Bag,financial reporting
💰,Money Bag,greatest success
💰,Money Bag,financial institutions
🏠,House,asset house
🏠,House,asset management
🌍,Globe Showing Europe-Africa,world
🍰,Shortcake,dessert
🌈,Rainbow,rainbow arc
🌈,Rainbow,rainbow bridge
🌈,Rainbow,rainbow trout
🕰️,Mantelpiece Clock,living room decor
🕰️,Mantelpiece Clock,living in decor
🕰️,Mantelpiece Clock,dining room decor
🕰️,Mantelpiece Clock,living rooms decor
🕯️,Candle,scent and aroma
🕯️,Candle,scent and taste
🕯️,Candle,flavor and aroma
🚽,Toilet,bathroom toilet
🖼️,Framed Picture,picture art
🖼️,Framed Picture,picture gallery
🖼️,Framed Picture,picturebook
🍔,Hamburger,sandwich
📚,Books,knowledge books
📚,Books,knowledgeability
🏮,Red Paper Lantern,guiding light
🏮,Red Paper Lantern,red arrows
📂,Open File Folder,open papers
📂,Open File Folder,open source
🚗,Automobile,garage
😍,Smiling Face with Heart-Eyes,so pretty and perfect
😍,Smiling Face with Heart-Eyes,so beautiful and perfect
😍,Smiling Face with Heart-Eyes,how pretty and perfect
😍,Smiling Face with Heart-Eyes,so pretty damn perfect
⌚,Watch,schedule watch
🧺,Basket,shopping basket
🧺,Basket,shopping center
🧺,Basket,shopping mall
🕰️,Mantelpiece Clock,classic time
🕰️,Mantelpiece Clock,classic wrestling
🕰️,Mantelpiece Clock,classic hits
💻,Laptop,coding all night
💻,Laptop,coding saturday night
💻,Laptop,coding tomorrow night
💻,Laptop,slept all night
🏀,Basketball,dribbling
🥳,Partying Face,fun
🚀,Rocket,fast growth and progress
🚀,Rocket,fastness and progress
🚀,Rocket,fast growth and productivity
🚀,Rocket,fast growth and growth
🌈,Rainbow,a sign of wonder
🌈,Rainbow,a sign of peace
🌈,Rainbow,only sign of wonder
🌈,Rainbow,a sign of salvation
🎾,Tennis,tennis court
🎾,Tennis,supreme court
🔒,Locked,restricted
🐶,Dog Face,puppy face
🐶,Dog Face,puppy puppy
🐶,Dog Face,doll face
☀️,Sun,shining yellow star
☀️,Sun,shining yellow wings
☀️,Sun,bright yellow star
☀️,Sun,shining yellow butterfly
🧪,Test Tube,medical research
🧪,Test Tube,cancer research
🧪,Test Tube,medical ethics
🛳️,Passenger Ship,ship luxury
🛳️,Passenger Ship,ultra luxury
🛳️,Passenger Ship,luxury luxury
🌡️,Thermometer,mercury
🙄,Face with Rolling Eyes,dismissive face
🙄,Face with Rolling Eyes,dismissive remarks
🧸,Teddy Bear,teddy toy
🍎,Red Apple,apple orchard
🍎,Red Apple,apple ii
🍎,Red Apple,crab orchard
🍎,Red Apple,appletalk
😍,Smiling Face with Heart-Eyes,heart eyes reaction
😍,Smiling Face with Heart-Eyes,heartfelt reaction
😍,Smiling Face with Heart-Eyes,heart eyes closed
🎾,Tennis,slam tennis
🎾,Tennis,slammania
🧹,Broom,house broom
🧹,Broom,red broom
🧹,Broom,housepage
🧹,Broom,housewife
🔑,Key,metal door key
🔑,Key,metallo key
🔑,Key,metalle key
🔑,Key,metal door hinges
🔬,Microscope,testing
⌛,Hourglass Done,ancient timer
⌛,Hourglass Done,ancient egypt
⌛,Hourglass Done,ancient greece
🌍,Globe Showing Europe-Africa,earth
🍷,Wine Glass,relax wine
✂️,Scissors,shears
💡,Light Bulb,bright light shining
💡,Light Bulb,blue light shining
💡,Light Bulb,bright light bulbs
💡,Light Bulb,bright blue shining
📏,Straight Ruler,geometry class
📏,Straight Ruler,1st class
📏,Straight Ruler,2nd class
🖼️,Framed Picture,picture wall
🖼️,Framed Picture,north wall
😍,Smiling Face with Heart-Eyes,gorgeous person
😍,Smiling Face with Heart-Eyes,disabled person
😍,Smiling Face with Heart-Eyes,gorgeous skies
🍺,Beer Mug,frothy beer foam
🍺,Beer Mug,canned beer foam
🍺,Beer Mug,frothy beer brewery
🍺,Beer Mug,frothy white foam
🔬,Microscope,equipment
🚀,Rocket,speed sky
🚀,Rocket,speed limit
🚀,Rocket,blue sky
🚀,Rocket,speed record
🔑,Key,metal
🖼️,Framed Picture,hanging
💻,Laptop,keyboard laptop
💻,Laptop,keyboard concerto
🖋️,Fountain Pen,professional pen
🖋️,Fountain Pen,professional golfer
🖋️,Fountain Pen,professional tennis
🖋️,Fountain Pen,professional wrestling
🕯️,Candle,melting
🥳,Partying Face,celebration
🧺,Basket,goods
❤️,Red Heart,sending hugs
❤️,Red Heart,good hugs
❤️,Red Heart,baby hugs
💊,Pill,feeling better soon
💊,Pill,feeling better today
💊,Pill,feeling very soon
💊,Pill,feeling good soon
🔬,Microscope,cells
☕,Hot Beverage,relax hot
❤️,Red Heart,romantic mood
❤️,Red Heart,bad mood
❤️,Red Heart,romantic romance
❤️,Red Heart,mood mood
🚽,Toilet,plumbing and water
🚽,Toilet,food and water
🚽,Toilet,wind and water
🔋,Battery,charging
🖋️,Fountain Pen,fancy stationary
🖋️,Fountain Pen,phase stationary
🗺️,World Map,world map
🗺️,World Map,world championships
❤️,Red Heart,my heart is full
❤️,Red Heart,my mind is full
❤️,Red Heart,my heart is beating
❤️,Red Heart,my mouth is full
☕,Hot Beverage,drink beverage
☕,Hot Beverage,cola beverage
😭,Loudly Crying Face,feeling hopeless
🌈,Rainbow,after the rain
🌈,Rainbow,stop the rain
🌈,Rainbow,after freezing rain
🌈,Rainbow,after the merger
🎾,Tennis,match
✏️,Pencil,pencil office
✏️,Pencil,registry office
✏️,Pencil,pencil drawing
🌧️,Cloud with Rain,rainy
🧺,Basket,material
🚲,Bicycle,bike exercise
🙏,Folded Hands,blessed day
🙏,Folded Hands,boxing day
🤔,Thinking Face,philosophical thought
🤔,Thinking Face,never thought
🤔,Thinking Face,i thought
🤔,Thinking Face,philosophical studies
💡,Light Bulb,electric bulb
💡,Light Bulb,electric tramway
🌡️,Thermometer,climate tool
🌡️,Thermometer,simulation tool
🌡️,Thermometer,climate maps
🌡️,Thermometer,learning tool
🕯️,Candle,candle flame
🕯️,Candle,purple flame
🕯️,Candle,blue flame
🕯️,Candle,candlelit
😎,Smiling Face with Sunglasses,energy
🙄,Face with Rolling Eyes,are you serious
🙄,Face with Rolling Eyes,call you serious
🙄,Face with Rolling Eyes,make you serious
🙄,Face with Rolling Eyes,consider you serious
🔌,Electric Plug,outlet plug
🔌,Electric Plug,outlet network
🔌,Electric Plug,outlet channel
🧭,Compass,navigation compass
🧭,Compass,navigation aid
🧭,Compass,navigation systems
📂,Open File Folder,folder data
📂,Open File Folder,census data
📂,Open File Folder,folder 512
👍,Thumbs Up,confirm
🍕,Pizza,dinner pizza
🍕,Pizza,dinnertime
🚽,Toilet,private room
🚽,Toilet,dining room
🚽,Toilet,boiler room
🚽,Toilet,reading room
📚,Books,read books
🌍,Globe Showing Europe-Africa,geography
🎈,Balloon,festive
❄️,Snowflake,water
🎁,Wrapped Gift,opening a present
🎁,Wrapped Gift,consider a present
🎁,Wrapped Gift,opening a window
⌛,Hourglass Done,glass timer
⌛,Hourglass Done,glass house
⌛,Hourglass Done,glassworks
🤔,Thinking Face,contemplating
🚂,Locomotive,engine
🧺,Basket,home
🌈,Rainbow,spectrum
🔨,Hammer,wood working tool
🔨,Hammer,wood working methods
🔨,Hammer,woodworking tool
🔨,Hammer,wood cutting tool
🧪,Test Tube,research
😂,Face with Tears of Joy,best joke of the day
😂,Face with Tears of Joy,best song of the day
😂,Face with Tears of Joy,biggest joke of the day
😂,Face with Tears of Joy,best joke from the day
✈️,Airplane,sky travel
✈️,Airplane,skywalker
✈️,Airplane,global travel
🧼,Soap,soap bathroom
🧼,Soap,soap operas
🧼,Soap,basement bathroom
🍺,Beer Mug,lager
🎁,Wrapped Gift,delivery
🍰,Shortcake,sugar cake
🍰,Shortcake,sugar maple
🚲,Bicycle,road
🔔,Bell,bell alarm
🔔,Bell,smoke alarm
🔔,Bell,fire alarm
😊,Smiling Face with Smiling Eyes,peace
🔔,Bell,school
🗺️,World Map,trip
🚲,Bicycle,travel
❤️,Red Heart,romantic feeling for you
❤️,Red Heart,sweet feeling for you
❤️,Red Heart,warm feeling for you
❤️,Red Heart,romantic feeling for love
⚽,Soccer Ball,black ball
🧼,Soap,bar
🔬,Microscope,study
✂️,Scissors,paper scissors
✂️,Scissors,papermaking
✂️,Scissors,razor scissors
☀️,Sun,glow
🚂,Locomotive,freight
🍕,Pizza,dinner
🏀,Basketball,hoop game
🏀,Basketball,hoopa
🚿,Shower,bathroom shower
🔌,Electric Plug,plug cable
🔌,Electric Plug,digital cable
🔌,Electric Plug,universal cable
🔔,Bell,attention
🚪,Door,portal to house
🚪,Door,room to house
🚪,Door,portal to paradise
🚪,Door,portalette house
🎁,Wrapped Gift,gesture
🍷,Wine Glass,dinner
✨,Sparkles,sparkles everywhere
✨,Sparkles,fly everywhere
😊,Smiling Face with Smiling Eyes,cheerful mood
😊,Smiling Face with Smiling Eyes,good mood
😊,Smiling Face with Smiling Eyes,bad mood
😊,Smiling Face with Smiling Eyes,cheerfulness
🏮,Red Paper Lantern,paper lantern
🏮,Red Paper Lantern,magic lantern
🏮,Red Paper Lantern,paper mill
🏮,Red Paper Lantern,paperworks
☀️,Sun,sunny day
☀️,Sun,independence day
✏️,Pencil,creative art tool
✏️,Pencil,digital art tool
✏️,Pencil,creative commons tool
🧪,Test Tube,tube
⌛,Hourglass Done,hourglass timer
⌛,Hourglass Done,spring timer
⌛,Hourglass Done,quick timer
🔨,Hammer,hammer renovation
🔨,Hammer,2006 renovation
🔨,Hammer,interior renovation
🔨,Hammer,hammerstein
🕰️,Mantelpiece Clock,alarm clock
😭,Loudly Crying Face,pure sadness
😭,Loudly Crying Face,pure love
😭,Loudly Crying Face,pure blood
😭,Loudly Crying Face,eternal sadness
🔨,Hammer,head
📂,Open File Folder,records folder
📂,Open File Folder,records uk
📂,Open File Folder,file folder
📑,Bookmark Tabs,tabs
🌡️,Thermometer,temperature
☀️,Sun,summer
🎁,Wrapped Gift,package gift
🎸,Guitar,loud
✨,Sparkles,glow
🚂,Locomotive,railway train
🚂,Locomotive,railway stations
🚂,Locomotive,freight train
🚂,Locomotive,railway museum
🎁,Wrapped Gift,gift reward
🎁,Wrapped Gift,cash reward
🧺,Basket,basket storage
🧺,Basket,mass storage
🤣,Rolling on the Floor Laughing,hysterical laughter
🤣,Rolling on the Floor Laughing,idle laughter
🤣,Rolling on the Floor Laughing,loud laughter
⚽,Soccer Ball,team ball
⚽,Soccer Ball,team gb
🗺️,World Map,map
🖼️,Framed Picture,artwork frame
🔨,Hammer,manual labor
🔨,Hammer,manual transmission
🧼,Soap,bar of soap
🧼,Soap,queen of soap
🧼,Soap,bar of england
🧼,Soap,encyclopedia of soap
💔,Broken Heart,love
🍎,Red Apple,apple snack
🍎,Red Apple,bubble snack
🍎,Red Apple,jelly snack
🔥,Fire,burning up
🔥,Fire,burning grass
🔥,Fire,shut up
🔥,Fire,looking sharp
🔥,Fire,cecil sharp
🔥,Fire,looking backward
🥪,Sandwich,food
🐶,Dog Face,furry dog
🐶,Dog Face,furry bear
🍷,Wine Glass,merlot
🌈,Rainbow,color
📡,Satellite Antenna,satellite signal
📡,Satellite Antenna,satellite communications
📡,Satellite Antenna,analog signal
📓,Notebook,notebook diary
🛁,Bathtub,bath soak
🛁,Bathtub,the soak
🍎,Red Apple,healthy eating habits
🍎,Red Apple,healthy eating disorder
🍎,Red Apple,mixed eating habits
🍎,Red Apple,healthy feeding habits
Couch and Lamp,sofa relaxing,
🛋️,Couch and Lamp,and relaxing
🔦,Flashlight,battery
🥳,Partying Face,party vibes
🥳,Partying Face,party website
🐱,Cat Face,food
😂,Face with Tears of Joy,massif central
😂,Face with Tears of Joy,rosario central
😂,Face with Tears of Joy,chennai central
🌍,Globe Showing Europe-Africa,saving the planet
🌍,Globe Showing Europe-Africa,saving the world
🌍,Globe Showing Europe-Africa,saving our planet
🌍,Globe Showing Europe-Africa,saving another planet
🔨,Hammer,tool for home
🔨,Hammer,tool for learning
🔨,Hammer,toolbox home
🍺,Beer Mug,cheers with friends
🍺,Beer Mug,cheers with applause
🍺,Beer Mug,friends with friends
🍺,Beer Mug,walking with friends
📑,Bookmark Tabs,library tool
📑,Bookmark Tabs,library services
📑,Bookmark Tabs,simulation tool
🥳,Partying Face,let us celebrate tonight
🥳,Partying Face,let us go tonight
🥳,Partying Face,let us dance tonight
🥳,Partying Face,let us celebrate ourselves
🍔,Hamburger,dinner burger
🍔,Hamburger,dinner party
🍔,Hamburger,dinnertime
🧹,Broom,flight
🪒,Razor,metal safety razor
🪒,Razor,adjustable safety razor
🪒,Razor,synthetic safety razor
🪒,Razor,metal safety indicators
🔔,Bell,bell
📂,Open File Folder,open folder
📂,Open File Folder,open access
🔨,Hammer,wood hammer
🔨,Hammer,gold hammer
🔨,Hammer,silver hammer
🔨,Hammer,hammer hammer
🏀,Basketball,bouncing the ball
🏀,Basketball,bouncing the bells
🏀,Basketball,hit the ball
🏀,Basketball,bouncing rubber ball
🍰,Shortcake,bakery
🛋️,Couch and Lamp,sofa
🔥,Fire,fire emoji
🔥,Fire,hyundai emoji
🔥,Fire,firebird
🔋,Battery,electrical storage
🔋,Battery,electrical engineering
🔋,Battery,electrical equipment
🔋,Battery,mass storage
🤔,Thinking Face,wondering aloud
🤔,Thinking Face,speak aloud
🤔,Thinking Face,sing aloud
🤔,Thinking Face,wondering why
🚿,Shower,hygiene
🎸,Guitar,guitar music
🎸,Guitar,roxy music
🎸,Guitar,guitar concerto
🔦,Flashlight,emergency
🤡,Clown Face,creepy
❄️,Snowflake,water snow
❄️,Snowflake,water aerodrome
❄️,Snowflake,watercolor
🔌,Electric Plug,plug wire
🔌,Electric Plug,razor wire
🔋,Battery,battery device
🔋,Battery,usb device
🧪,Test Tube,tube chemistry
🧪,Test Tube,tubeworm
🧪,Test Tube,tubercle
⌚,Watch,formal
📸,Camera with Flash,flash camera
📸,Camera with Flash,flashpoint
📸,Camera with Flash,flashdance
🚪,Door,handle and hinges
🚪,Door,handlebar hinges
🚪,Door,hinges and hinges
🚪,Door,handleless hinges
🍰,Shortcake,food cake
🍰,Shortcake,food stamps
🍰,Shortcake,food security
📂,Open File Folder,folder
🔨,Hammer,hammer construction
🔨,Hammer,pipeline construction
🔨,Hammer,under construction
🔨,Hammer,road construction
🤔,Thinking Face,unsure about this
🤔,Thinking Face,think about this
🤔,Thinking Face,unsure about whether
🕰️,Mantelpiece Clock,ticking
💔,Broken Heart,aching heart
💔,Broken Heart,my heart
💔,Broken Heart,broken heart
🔔,Bell,sound bell
🔔,Bell,sound effects
🔔,Bell,sound mixing
✨,Sparkles,glittering
💀,Skull,end of time
💀,Skull,passage of time
💀,Skull,end of tour
💀,Skull,end game time
📡,Satellite Antenna,antenna
🖋️,Fountain Pen,metal pen
🖋️,Fountain Pen,metalworks
📑,Bookmark Tabs,markers
🏀,Basketball,ball
🚿,Shower,cleaning yourself
🚿,Shower,cleaning rooms
🚿,Shower,protect yourself
🚿,Shower,help yourself
🍰,Shortcake,cake slice
🍰,Shortcake,moon slice
🍰,Shortcake,lemon slice
😎,Smiling Face with Sunglasses,keeping chill
😎,Smiling Face with Sunglasses,cold chill
😎,Smiling Face with Sunglasses,keeping secrets
😎,Smiling Face with Sunglasses,snowy chill
😭,Loudly Crying Face,crying hard
😭,Loudly Crying Face,crying angels
😭,Loudly Crying Face,crying baby
😭,Loudly Crying Face,break hard
❄️,Snowflake,wonderland
📂,Open File Folder,work organization
📂,Open File Folder,workday
📂,Open File Folder,nonprofit organization
🚗,Automobile,motor
📱,Mobile Phone,digital communication
📱,Mobile Phone,electronic communication
📱,Mobile Phone,organizational communication
📱,Mobile Phone,digital mapping
📑,Bookmark Tabs,sticky tabs
📑,Bookmark Tabs,info tabs
📑,Bookmark Tabs,sticky sauce
🔨,Hammer,hammer wood
🔨,Hammer,hammer throw
🔨,Hammer,dean wood
🔨,Hammer,nail
📓,Notebook,taking minutes
📓,Notebook,30 minutes
📓,Notebook,taking yields
📡,Satellite Antenna,antenna communication
📡,Satellite Antenna,antennaguide
🧭,Compass,navigation
🌧,Cloud with Rain,cloud
🥪,Sandwich,quick tasty lunch
🥪,Sandwich,quick tasty meal
🥪,Sandwich,a tasty lunch
🥪,Sandwich,sunday tasty lunch
🏀,Basketball,team game
🏀,Basketball,team gb
🏮,Red Paper Lantern,festive light
🏮,Red Paper Lantern,festive festival
🏮,Red Paper Lantern,festive celebration
🚀,Rocket,ambitious
🛳️,Passenger Ship,ship boat
🛳️,Passenger Ship,dragon boat
🧸,Teddy Bear,child teddy
🧸,Teddy Bear,child abuse
🧸,Teddy Bear,uncle teddy
🙄,Face with Rolling Eyes,whatever you say
🙄,Face with Rolling Eyes,whatever you want
🙄,Face with Rolling Eyes,whatever i say
🔋,Battery,alkaline battery
🔋,Battery,1st battery
🔋,Battery,3rd battery
🔌,Electric Plug,cable plug
🏀,Basketball,basketball sports
🏀,Basketball,varsity sports
😍,Smiling Face with Heart-Eyes,falling for you
😍,Smiling Face with Heart-Eyes,falling for love
😍,Smiling Face with Heart-Eyes,falling into you
📚,Books,academic research
📚,Books,academic excellence
📚,Books,academic affairs
📚,Books,academic departments
❤️,Red Heart,classic red heart shape
❤️,Red Heart,classic red heart lp
❤️,Red Heart,classic upright heart shape
🙄,Face with Rolling Eyes,dismissive look
🙄,Face with Rolling Eyes,dismissive comments
💀,Skull,extremely tired
💀,Skull,extremely rare
💀,Skull,extremely sensitive
💀,Skull,feel tired
🙄,Face with Rolling Eyes,eye roll
🙄,Face with Rolling Eyes,cinnamon roll
🙄,Face with Rolling Eyes,eyelash
😭,Loudly Crying Face,waterfalls of tears
😭,Loudly Crying Face,waterfalls without tears
😭,Loudly Crying Face,waterfalls of india
💀,Skull,inside
😎,Smiling Face with Sunglasses,smooth and relaxed vibe
😎,Smiling Face with Sunglasses,smooth and relaxed skin
